STATION;Station_name;DATE;Year;Month;Day;Hour;Minute;LATITUDE;LONGITUDE;ELEVATION;temperature;temperature_Measurement_Code;temperature_Quality_Code;temperature_Report_Type;temperature_Source_Code;temperature_Source_Station_ID;dew_point_temperature;dew_point_temperature_Measurement_Code;dew_point_temperature_Quality_Code;dew_point_temperature_Report_Type;dew_point_temperature_Source_Code;dew_point_temperature_Source_Station_ID;station_level_pressure;station_level_pressure_Measurement_Code;station_level_pressure_Quality_Code;station_level_pressure_Report_Type;station_level_pressure_Source_Code;station_level_pressure_Source_Station_ID;sea_level_pressure;sea_level_pressure_Measurement_Code;sea_level_pressure_Quality_Code;sea_level_pressure_Report_Type;sea_level_pressure_Source_Code;sea_level_pressure_Source_Station_ID;wind_direction;wind_direction_Measurement_Code;wind_direction_Quality_Code;wind_direction_Report_Type;wind_direction_Source_Code;wind_direction_Source_Station_ID;wind_speed;wind_speed_Measurement_Code;wind_speed_Quality_Code;wind_speed_Report_Type;wind_speed_Source_Code;wind_speed_Source_Station_ID;wind_gust;wind_gust_Measurement_Code;wind_gust_Quality_Code;wind_gust_Report_Type;wind_gust_Source_Code;wind_gust_Source_Station_ID;precipitation;precipitation_Measurement_Code;precipitation_Quality_Code;precipitation_Report_Type;precipitation_Source_Code;precipitation_Source_Station_ID;relative_humidity;relative_humidity_Measurement_Code;relative_humidity_Quality_Code;relative_humidity_Report_Type;relative_humidity_Source_Code;relative_humidity_Source_Station_ID;wet_bulb_temperature;wet_bulb_temperature_Measurement_Code;wet_bulb_temperature_Quality_Code;wet_bulb_temperature_Report_Type;wet_bulb_temperature_Source_Code;wet_bulb_temperature_Source_Station_ID;pres_wx_MW1;pres_wx_MW1_Measurement_Code;pres_wx_MW1_Quality_Code;pres_wx_MW1_Report_Type;pres_wx_MW1_Source_Code;pres_wx_MW1_Source_Station_ID;pres_wx_MW2;pres_wx_MW2_Measurement_Code;pres_wx_MW2_Quality_Code;pres_wx_MW2_Report_Type;pres_wx_MW2_Source_Code;pres_wx_MW2_Source_Station_ID;pres_wx_MW3;pres_wx_MW3_Measurement_Code;pres_wx_MW3_Quality_Code;pres_wx_MW3_Report_Type;pres_wx_MW3_Source_Code;pres_wx_MW3_Source_Station_ID;pres_wx_AU1;pres_wx_AU1_Measurement_Code;pres_wx_AU1_Quality_Code;pres_wx_AU1_Report_Type;pres_wx_AU1_Source_Code;pres_wx_AU1_Source_Station_ID;pres_wx_AU2;pres_wx_AU2_Measurement_Code;pres_wx_AU2_Quality_Code;pres_wx_AU2_Report_Type;pres_wx_AU2_Source_Code;pres_wx_AU2_Source_Station_ID;pres_wx_AU3;pres_wx_AU3_Measurement_Code;pres_wx_AU3_Quality_Code;pres_wx_AU3_Report_Type;pres_wx_AU3_Source_Code;pres_wx_AU3_Source_Station_ID;pres_wx_AW1;pres_wx_AW1_Measurement_Code;pres_wx_AW1_Quality_Code;pres_wx_AW1_Report_Type;pres_wx_AW1_Source_Code;pres_wx_AW1_Source_Station_ID;pres_wx_AW2;pres_wx_AW2_Measurement_Code;pres_wx_AW2_Quality_Code;pres_wx_AW2_Report_Type;pres_wx_AW2_Source_Code;pres_wx_AW2_Source_Station_ID;pres_wx_AW3;pres_wx_AW3_Measurement_Code;pres_wx_AW3_Quality_Code;pres_wx_AW3_Report_Type;pres_wx_AW3_Source_Code;pres_wx_AW3_Source_Station_ID;snow_depth;snow_depth_Measurement_Code;snow_depth_Quality_Code;snow_depth_Report_Type;snow_depth_Source_Code;snow_depth_Source_Station_ID;visibility;visibility_Measurement_Code;visibility_Quality_Code;visibility_Report_Type;visibility_Source_Code;visibility_Source_Station_ID;altimeter;altimeter_Measurement_Code;altimeter_Quality_Code;altimeter_Report_Type;altimeter_Source_Code;altimeter_Source_Station_ID;pressure_3hr_change;pressure_3hr_change_Measurement_Code;pressure_3hr_change_Quality_Code;pressure_3hr_change_Report_Type;pressure_3hr_change_Source_Code;pressure_3hr_change_Source_Station_ID;sky_condition;sky_condition_Measurement_Code;sky_condition_Quality_Code;sky_condition_Report_Type;sky_condition_Source_Code;sky_condition_Source_Station_ID;sky_condition_baseht;sky_condition_baseht_Measurement_Code;sky_condition_baseht_Quality_Code;sky_condition_baseht_Report_Type;sky_condition_baseht_Source_Code;sky_condition_baseht_Source_Station_ID;ceiling_height;ceiling_height_Measurement_Code;ceiling_height_Quality_Code;ceiling_height_Report_Type;ceiling_height_Source_Code;ceiling_height_Source_Station_ID;sky_cover_layer_1;sky_cover_layer_1_Measurement_Code;sky_cover_layer_1_Quality_Code;sky_cover_layer_1_Report_Type;sky_cover_layer_1_Source_Code;sky_cover_layer_1_Source_Station_ID;sky_cover_layer_2;sky_cover_layer_2_Measurement_Code;sky_cover_layer_2_Quality_Code;sky_cover_layer_2_Report_Type;sky_cover_layer_2_Source_Code;sky_cover_layer_2_Source_Station_ID;sky_cover_layer_3;sky_cover_layer_3_Measurement_Code;sky_cover_layer_3_Quality_Code;sky_cover_layer_3_Report_Type;sky_cover_layer_3_Source_Code;sky_cover_layer_3_Source_Station_ID;sky_cover_layer_4;sky_cover_layer_4_Measurement_Code;sky_cover_layer_4_Quality_Code;sky_cover_layer_4_Report_Type;sky_cover_layer_4_Source_Code;sky_cover_layer_4_Source_Station_ID;sky_cover_layer_baseht_1;sky_cover_layer_baseht_1_Measurement_Code;sky_cover_layer_baseht_1_Quality_Code;sky_cover_layer_baseht_1_Report_Type;sky_cover_layer_baseht_1_Source_Code;sky_cover_layer_baseht_1_Source_Station_ID;sky_cover_layer_baseht_2;sky_cover_layer_baseht_2_Measurement_Code;sky_cover_layer_baseht_2_Quality_Code;sky_cover_layer_baseht_2_Report_Type;sky_cover_layer_baseht_2_Source_Code;sky_cover_layer_baseht_2_Source_Station_ID;sky_cover_layer_baseht_3;sky_cover_layer_baseht_3_Measurement_Code;sky_cover_layer_baseht_3_Quality_Code;sky_cover_layer_baseht_3_Report_Type;sky_cover_layer_baseht_3_Source_Code;sky_cover_layer_baseht_3_Source_Station_ID;sky_cover_layer_baseht_4;sky_cover_layer_baseht_4_Measurement_Code;sky_cover_layer_baseht_4_Quality_Code;sky_cover_layer_baseht_4_Report_Type;sky_cover_layer_baseht_4_Source_Code;sky_cover_layer_baseht_4_Source_Station_ID;sky_cover_summation_1;sky_cover_summation_1_Measurement_Code;sky_cover_summation_1_Quality_Code;sky_cover_summation_1_Report_Type;sky_cover_summation_1_Source_Code;sky_cover_summation_1_Source_Station_ID;sky_cover_summation_2;sky_cover_summation_2_Measurement_Code;sky_cover_summation_2_Quality_Code;sky_cover_summation_2_Report_Type;sky_cover_summation_2_Source_Code;sky_cover_summation_2_Source_Station_ID;sky_cover_summation_3;sky_cover_summation_3_Measurement_Code;sky_cover_summation_3_Quality_Code;sky_cover_summation_3_Report_Type;sky_cover_summation_3_Source_Code;sky_cover_summation_3_Source_Station_ID;sky_cover_summation_4;sky_cover_summation_4_Measurement_Code;sky_cover_summation_4_Quality_Code;sky_cover_summation_4_Report_Type;sky_cover_summation_4_Source_Code;sky_cover_summation_4_Source_Station_ID;sky_cover_summation_baseht_1;sky_cover_summation_baseht_1_Measurement_Code;sky_cover_summation_baseht_1_Quality_Code;sky_cover_summation_baseht_1_Report_Type;sky_cover_summation_baseht_1_Source_Code;sky_cover_summation_baseht_1_Source_Station_ID;sky_cover_summation_baseht_2;sky_cover_summation_baseht_2_Measurement_Code;sky_cover_summation_baseht_2_Quality_Code;sky_cover_summation_baseht_2_Report_Type;sky_cover_summation_baseht_2_Source_Code;sky_cover_summation_baseht_2_Source_Station_ID;sky_cover_summation_baseht_3;sky_cover_summation_baseht_3_Measurement_Code;sky_cover_summation_baseht_3_Quality_Code;sky_cover_summation_baseht_3_Report_Type;sky_cover_summation_baseht_3_Source_Code;sky_cover_summation_baseht_3_Source_Station_ID;sky_cover_summation_baseht_4;sky_cover_summation_baseht_4_Measurement_Code;sky_cover_summation_baseht_4_Quality_Code;sky_cover_summation_baseht_4_Report_Type;sky_cover_summation_baseht_4_Source_Code;sky_cover_summation_baseht_4_Source_Station_ID;precipitation_5_minute;precipitation_5_minute_Measurement_Code;precipitation_5_minute_Quality_Code;precipitation_5_minute_Report_Type;precipitation_5_minute_Source_Code;precipitation_5_minute_Source_Station_ID;precipitation_15_minute;precipitation_15_minute_Measurement_Code;precipitation_15_minute_Quality_Code;precipitation_15_minute_Report_Type;precipitation_15_minute_Source_Code;precipitation_15_minute_Source_Station_ID;precipitation_3_hour;precipitation_3_hour_Measurement_Code;precipitation_3_hour_Quality_Code;precipitation_3_hour_Report_Type;precipitation_3_hour_Source_Code;precipitation_3_hour_Source_Station_ID;precipitation_6_hour;precipitation_6_hour_Measurement_Code;precipitation_6_hour_Quality_Code;precipitation_6_hour_Report_Type;precipitation_6_hour_Source_Code;precipitation_6_hour_Source_Station_ID;precipitation_9_hour;precipitation_9_hour_Measurement_Code;precipitation_9_hour_Quality_Code;precipitation_9_hour_Report_Type;precipitation_9_hour_Source_Code;precipitation_9_hour_Source_Station_ID;precipitation_12_hour;precipitation_12_hour_Measurement_Code;precipitation_12_hour_Quality_Code;precipitation_12_hour_Report_Type;precipitation_12_hour_Source_Code;precipitation_12_hour_Source_Station_ID;precipitation_15_hour;precipitation_15_hour_Measurement_Code;precipitation_15_hour_Quality_Code;precipitation_15_hour_Report_Type;precipitation_15_hour_Source_Code;precipitation_15_hour_Source_Station_ID;precipitation_18_hour;precipitation_18_hour_Measurement_Code;precipitation_18_hour_Quality_Code;precipitation_18_hour_Report_Type;precipitation_18_hour_Source_Code;precipitation_18_hour_Source_Station_ID;precipitation_21_hour;precipitation_21_hour_Measurement_Code;precipitation_21_hour_Quality_Code;precipitation_21_hour_Report_Type;precipitation_21_hour_Source_Code;precipitation_21_hour_Source_Station_ID;precipitation_24_hour;precipitation_24_hour_Measurement_Code;precipitation_24_hour_Quality_Code;precipitation_24_hour_Report_Type;precipitation_24_hour_Source_Code;precipitation_24_hour_Source_Station_ID;REM;REM_Measurement_Code;REM_Quality_Code;REM_Report_Type;REM_Source_Code;REM_Source_Station_ID
ARI0000SAVC;COMODORO RIVADAVIA;2026-01-01T00:00:00;2026;1;1;0;0;-45.7853;-67.4655;57.9;15.3;;1;FM12;223;ICAO-SAVC;8.9;;1;FM12;223;ICAO-SAVC;1004.8;;1;FM12;223;ICAO-SAVC;1010.3;;1;FM12;223;ICAO-SAVC;90;N;1;FM12;223;ICAO-SAVC;4.1;N;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;66;D;;FM12;223;ICAO-SAVC;12;D;;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;P;1;FM12;223;ICAO-SAVC;1011;;1;FM15;223;ICAO-SAVC;0.4;3;1;FM12;223;ICAO-SAVC;"01;;01";;"1;1";FM12;223;ICAO-SAVC;6000;":;:;:";1;FM12;223;ICAO-SAVC;22000;";N";1;FM12;223;ICAO-SAVC;FEW:01;;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;6000;00:01;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SYN08887860 12980 10908 10153 20089 30048 40103 53004 60001 80004 333 10196 20153 56005 81070=;;;FM12;223;ICAO-SAVC
ARI0000SAVC;COMODORO RIVADAVIA;2026-01-01T01:00:00;2026;1;1;1;0;-45.7853;-67.4655;57.9;14.4;;1;FM12;223;ICAO-SAVC;10.6;;1;FM12;223;ICAO-SAVC;1005.8;;1;FM12;223;ICAO-SAVC;1011.4;;1;FM12;223;ICAO-SAVC;90;N;1;FM12;223;ICAO-SAVC;2.1;N;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;78;D;;FM12;223;ICAO-SAVC;12.3;D;;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;P;1;FM12;223;ICAO-SAVC;1012;;1;FM15;223;ICAO-SAVC;2.1;3;1;FM12;223;ICAO-SAVC;"02;;02";;"1;1";FM12;223;ICAO-SAVC;6000;":;:;:";1;FM12;223;ICAO-SAVC;22000;";N";1;FM12;223;ICAO-SAVC;FEW:02;;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;6000;00:01;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SYN07087860 42980 20904 10144 20106 30058 40114 53021 80004 333 56005 82070=;;;FM12;223;ICAO-SAVC
ARI0000SAVC;COMODORO RIVADAVIA;2026-01-01T02:00:00;2026;1;1;2;0;-45.7853;-67.4655;57.9;13.6;;1;FM12;223;ICAO-SAVC;9.5;;1;FM12;223;ICAO-SAVC;1006.6;;1;FM12;223;ICAO-SAVC;1012.2;;1;FM12;223;ICAO-SAVC;80;N;1;FM12;223;ICAO-SAVC;1;N;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;76;D;;FM12;223;ICAO-SAVC;11.3;D;;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;P;1;FM12;223;ICAO-SAVC;1013;;1;FM15;223;ICAO-SAVC;3.5;2;1;FM12;223;ICAO-SAVC;"03;;03";;"1;1";FM12;223;ICAO-SAVC;6000;":;:;:";1;FM12;223;ICAO-SAVC;22000;";N";1;FM12;223;ICAO-SAVC;SCT:03;;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;6000;00:01;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SYN07087860 42980 30802 10136 20095 30066 40122 52035 80004 333 56005 83070=;;;FM12;223;ICAO-SAVC
ARI0000SAVC;COMODORO RIVADAVIA;2026-01-01T03:00:00;2026;1;1;3;0;-45.7853;-67.4655;57.9;13.2;;1;FM12;223;ICAO-SAVC;10.1;;1;FM12;223;ICAO-SAVC;1006.8;;1;FM12;223;ICAO-SAVC;1012.3;;1;FM12;223;ICAO-SAVC;230;N;1;FM12;223;ICAO-SAVC;1;N;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;82;D;;FM12;223;ICAO-SAVC;11.6;D;;FM12;223;ICAO-SAVC;BR:10;;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;P;1;FM12;223;ICAO-SAVC;1013;;1;FM15;223;ICAO-SAVC;2;2;1;FM12;223;ICAO-SAVC;"03;;03";;"1;1";FM12;223;ICAO-SAVC;6000;":;:;:";1;FM12;223;ICAO-SAVC;22000;";N";1;FM12;223;ICAO-SAVC;SCT:03;;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;6000;00:01;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SYN07687860 41975 32302 10132 20101 30068 40123 52020 71000 80004 333 56005 83070=;;;FM12;223;ICAO-SAVC
ARI0000SAVC;COMODORO RIVADAVIA;2026-01-01T04:00:00;2026;1;1;4;0;-45.7853;-67.4655;57.9;12.6;;1;FM12;223;ICAO-SAVC;8.6;;1;FM12;223;ICAO-SAVC;1006.6;;1;FM12;223;ICAO-SAVC;1012.1;;1;FM12;223;ICAO-SAVC;240;N;1;FM12;223;ICAO-SAVC;2.6;N;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;77;D;;FM12;223;ICAO-SAVC;10.5;D;;FM12;223;ICAO-SAVC;BR:10;;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;P;1;FM12;223;ICAO-SAVC;1013;;1;FM15;223;ICAO-SAVC;;;;;;;"04;;04";;"1;1";FM12;223;ICAO-SAVC;6000;":;:;:";1;FM12;223;ICAO-SAVC;22000;";N";1;FM12;223;ICAO-SAVC;SCT:04;;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;6000;00:01;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SYN07687860 41975 42405 10126 20086 30066 40121 50008 71000 80004 333 56005 84070=;;;FM12;223;ICAO-SAVC
ARI0000SAVC;COMODORO RIVADAVIA;2026-01-01T05:00:00;2026;1;1;5;0;-45.7853;-67.4655;57.9;12.2;;1;FM12;223;ICAO-SAVC;8;;1;FM12;223;ICAO-SAVC;1006.8;;1;FM12;223;ICAO-SAVC;1012.3;;1;FM12;223;ICAO-SAVC;200;N;1;FM12;223;ICAO-SAVC;2.1;N;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;76;D;;FM12;223;ICAO-SAVC;10;D;;FM12;223;ICAO-SAVC;BR:10;;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;P;1;FM12;223;ICAO-SAVC;1013;;1;FM15;223;ICAO-SAVC;0.1;3;1;FM12;223;ICAO-SAVC;"04;;04";;"1;1";FM12;223;ICAO-SAVC;6000;":;:;:";1;FM12;223;ICAO-SAVC;22000;";N";1;FM12;223;ICAO-SAVC;SCT:04;;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;6000;00:01;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SYN07687860 41980 42004 10122 20080 30068 40123 53001 71000 80004 333 56005 84070=;;;FM12;223;ICAO-SAVC
ARI0000SAVC;COMODORO RIVADAVIA;2026-01-01T06:00:00;2026;1;1;6;0;-45.7853;-67.4655;57.9;12.3;;1;FM12;223;ICAO-SAVC;8.7;;1;FM12;223;ICAO-SAVC;1006.5;;1;FM12;223;ICAO-SAVC;1012;;1;FM12;223;ICAO-SAVC;220;N;1;FM12;223;ICAO-SAVC;1.5;N;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;79;D;;FM12;223;ICAO-SAVC;10.5;D;;FM12;223;ICAO-SAVC;BR:10;;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;P;1;FM12;223;ICAO-SAVC;1013;;1;FM15;223;ICAO-SAVC;-0.3;8;1;FM12;223;ICAO-SAVC;"04;;04";;"1;1";FM12;223;ICAO-SAVC;6000;":;:;:";1;FM12;223;ICAO-SAVC;22000;";N";1;FM12;223;ICAO-SAVC;SCT:04;;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;6000;00:01;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SYN08287860 11975 42203 10123 20087 30065 40120 58003 60001 71000 80004 333 56005 84070=;;;FM12;223;ICAO-SAVC
ARI0000SAVC;COMODORO RIVADAVIA;2026-01-01T07:00:00;2026;1;1;7;0;-45.7853;-67.4655;57.9;11.3;;1;FM12;223;ICAO-SAVC;7.6;;1;FM12;223;ICAO-SAVC;1006.2;;1;FM12;223;ICAO-SAVC;1011.8;;1;FM12;223;ICAO-SAVC;300;N;1;FM12;223;ICAO-SAVC;2.1;N;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;78;D;;FM12;223;ICAO-SAVC;9.4;D;;FM12;223;ICAO-SAVC;BR:10;;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;P;1;FM12;223;ICAO-SAVC;1013;;1;FM15;223;ICAO-SAVC;-0.4;8;1;FM12;223;ICAO-SAVC;"06;;06";;"1;1";FM12;223;ICAO-SAVC;6000;":;:;:";1;FM12;223;ICAO-SAVC;6000;";N";1;FM12;223;ICAO-SAVC;BKN:06;;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;6000;02:01;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SYN07687860 41975 63004 10113 20076 30062 40118 58004 71000 80006 333 56005 86270=;;;FM12;223;ICAO-SAVC
ARI0000SAVC;COMODORO RIVADAVIA;2026-01-01T08:00:00;2026;1;1;8;0;-45.7853;-67.4655;57.9;14.8;;1;FM12;223;ICAO-SAVC;2.9;;1;FM12;223;ICAO-SAVC;1006.4;;1;FM12;223;ICAO-SAVC;1011.9;;1;FM12;223;ICAO-SAVC;250;N;1;FM12;223;ICAO-SAVC;3.6;N;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;45;D;;FM12;223;ICAO-SAVC;9.1;D;;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;P;1;FM12;223;ICAO-SAVC;1013;;1;FM15;223;ICAO-SAVC;-0.4;5;1;FM12;223;ICAO-SAVC;"07;;03";;"1;1";FM12;223;ICAO-SAVC;3000;":;:;:";1;FM12;223;ICAO-SAVC;6000;"C;N";1;FM12;223;ICAO-SAVC;SCT:03;;1;FM12;223;ICAO-SAVC;BKN:05;;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;3000;03:01;1;FM12;223;ICAO-SAVC;6000;02:01;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SYN07687860 42980 72507 10148 20029 30064 40119 55004 83076 333 56055 83360 85270=;;;FM12;223;ICAO-SAVC
ARI0000SAVC;COMODORO RIVADAVIA;2026-01-01T09:00:00;2026;1;1;9;0;-45.7853;-67.4655;57.9;16.4;;1;FM12;223;ICAO-SAVC;1.7;;1;FM12;223;ICAO-SAVC;1006.8;;1;FM12;223;ICAO-SAVC;1012.3;;1;FM12;223;ICAO-SAVC;240;N;1;FM12;223;ICAO-SAVC;6.2;N;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;37;D;;FM12;223;ICAO-SAVC;9.5;D;;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;P;1;FM12;223;ICAO-SAVC;1013;;1;FM15;223;ICAO-SAVC;0.3;3;1;FM12;223;ICAO-SAVC;"07;;03";;"1;1";FM12;223;ICAO-SAVC;3000;":;:;:";1;FM12;223;ICAO-SAVC;6000;"C;N";1;FM12;223;ICAO-SAVC;SCT:03;;1;FM12;223;ICAO-SAVC;BKN:05;;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;3000;03:01;1;FM12;223;ICAO-SAVC;6000;02:01;1;FM12;223;ICAO-SAVC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SYN07687860 42980 72412 10164 20017 30068 40123 53003 83076 333 56055 83360 85270=;;;FM12;223;ICAO-SAVC
